ParamName,ParamValue,TimeStamp,UeCRNTI
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,52,1.58E+12,416
CellDLMACRate,869142,1.58E+12,0
DLOccupyPRBNum,4,1.58E+12,0
ULSINR,25599,1.58E+12,416
DLMACRate,866190,1.58E+12,416
MCS,19,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,36,1.58E+12,416
CellDLMACRate,867790,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,22527,1.58E+12,416
DLMACRate,865598,1.58E+12,416
MCS,19,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,52,1.58E+12,416
CellDLMACRate,1254518,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,25087,1.58E+12,416
DLMACRate,1252878,1.58E+12,416
MCS,20,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,113,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
CellDLMACRate,8099342,1.58E+12,0
ULSINR,25599,1.58E+12,416
DLMACRate,8097318,1.58E+12,416
MCS,20,1.58E+12,416
PDCPOccupBuffer,64,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,724,1.58E+12,416
CellDLMACRate,10131014,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,19967,1.58E+12,416
DLMACRate,10130654,1.58E+12,416
MCS,19,1.58E+12,416
PDCPOccupBuffer,108,1.58E+12,416
PDCPUnusedBuffer,16250,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1036,1.58E+12,416
CellDLMACRate,7243590,1.58E+12,0
DLOccupyPRBNum,95,1.58E+12,0
ULSINR,24575,1.58E+12,416
DLMACRate,7243230,1.58E+12,416
MCS,18,1.58E+12,416
PDCPOccupBuffer,42,1.58E+12,416
PDCPUnusedBuffer,16294,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,729,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
CellDLMACRate,8013438,1.58E+12,0
ULSINR,26111,1.58E+12,416
DLMACRate,8013078,1.58E+12,416
MCS,18,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,786,1.58E+12,416
CellDLMACRate,4300934,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,25087,1.58E+12,416
DLMACRate,4300174,1.58E+12,416
MCS,14,1.58E+12,416
PDCPOccupBuffer,3,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,424,1.58E+12,416
CellDLMACRate,8461294,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,24063,1.58E+12,416
DLMACRate,8458982,1.58E+12,416
MCS,13,1.58E+12,416
PDCPOccupBuffer,3,1.58E+12,416
PDCPUnusedBuffer,16372,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,850,1.58E+12,416
CellDLMACRate,2088926,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,27647,1.58E+12,416
DLMACRate,2086790,1.58E+12,416
MCS,12,1.58E+12,416
PDCPOccupBuffer,63,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,147,1.58E+12,416
CellDLMACRate,11811382,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,22015,1.58E+12,416
DLMACRate,11810782,1.58E+12,416
MCS,12,1.58E+12,416
PDCPOccupBuffer,185,1.58E+12,416
PDCPUnusedBuffer,16252,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1125,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,9903422,1.58E+12,0
ULSINR,21503,1.58E+12,416
DLMACRate,9903046,1.58E+12,416
MCS,9,1.58E+12,416
PDCPOccupBuffer,258,1.58E+12,416
PDCPUnusedBuffer,16138,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,975,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,11027454,1.58E+12,0
DLMACRate,11027014,1.58E+12,416
ULSINR,24063,1.58E+12,416
MCS,14,1.58E+12,416
PDCPOccupBuffer,179,1.58E+12,416
PDCPUnusedBuffer,16106,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1200,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,8186518,1.58E+12,0
ULSINR,20479,1.58E+12,416
DLMACRate,8186142,1.58E+12,416
MCS,13,1.58E+12,416
PDCPOccupBuffer,70,1.58E+12,416
PDCPUnusedBuffer,8104,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,833,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,8500014,1.58E+12,0
ULSINR,27647,1.58E+12,416
DLMACRate,8498486,1.58E+12,416
MCS,14,1.58E+12,416
PDCPOccupBuffer,27,1.58E+12,416
PDCPUnusedBuffer,16324,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,879,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
CellDLMACRate,1025070,1.58E+12,0
ULSINR,23039,1.58E+12,416
DLMACRate,1023542,1.58E+12,416
MCS,14,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,92,1.58E+12,416
DLOccupyPRBNum,4,1.58E+12,0
CellDLMACRate,4363086,1.58E+12,0
ULSINR,20991,1.58E+12,416
DLMACRate,4361558,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
MCS,14,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,432,1.58E+12,416
CellDLMACRate,2040206,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,23039,1.58E+12,416
DLMACRate,2037326,1.58E+12,416
MCS,14,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,206,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
CellDLMACRate,6734,1.58E+12,0
ULSINR,511,1.58E+12,416
DLMACRate,3878,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,0,1.58E+12,416
CellDLMACRate,1205958,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,28159,1.58E+12,416
DLMACRate,1204670,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,79,1.58E+12,416
CellDLMACRate,126870,1.58E+12,0
DLOccupyPRBNum,4,1.58E+12,0
ULSINR,27647,1.58E+12,416
DLMACRate,124950,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,-1,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
CellDLMACRate,430230,1.58E+12,0
ULSINR,28159,1.58E+12,416
DLMACRate,428942,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,17,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1,1.58E+12,416
CellDLMACRate,6871286,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,20479,1.58E+12,416
DLMACRate,6870958,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,90,1.58E+12,416
PDCPUnusedBuffer,16344,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,520,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,5826118,1.58E+12,0
ULSINR,20991,1.58E+12,416
DLMACRate,5825790,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,178,1.58E+12,416
PDCPUnusedBuffer,16236,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,420,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,3491286,1.58E+12,0
ULSINR,19967,1.58E+12,416
DLMACRate,3490958,1.58E+12,416
MCS,15,1.58E+12,416
PDCPOccupBuffer,167,1.58E+12,416
PDCPUnusedBuffer,16168,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,300,1.58E+12,416
CellDLMACRate,3011710,1.58E+12,0
DLOccupyPRBNum,74,1.58E+12,0
ULSINR,24063,1.58E+12,416
DLMACRate,3011374,1.58E+12,416
PDCPOccupBuffer,91,1.58E+12,416
MCS,12,1.58E+12,416
PDCPUnusedBuffer,16258,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,233,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,1182622,1.58E+12,0
ULSINR,23551,1.58E+12,416
DLMACRate,1179862,1.58E+12,416
MCS,12,1.58E+12,416
PDCPOccupBuffer,29,1.58E+12,416
PDCPUnusedBuffer,16320,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,143,1.58E+12,416
CellDLMACRate,612518,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,23039,1.58E+12,416
DLMACRate,610094,1.58E+12,416
MCS,10,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,58,1.58E+12,416
DLOccupyPRBNum,4,1.58E+12,0
CellDLMACRate,13854,1.58E+12,0
ULSINR,23039,1.58E+12,416
DLMACRate,11094,1.58E+12,416
MCS,10,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,0,1.58E+12,416
CellDLMACRate,1998510,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,27647,1.58E+12,416
DLMACRate,1996446,1.58E+12,416
MCS,10,1.58E+12,416
PDCPOccupBuffer,100,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,95,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,6920854,1.58E+12,0
ULSINR,23039,1.58E+12,416
DLMACRate,6919102,1.58E+12,416
MCS,10,1.58E+12,416
PDCPOccupBuffer,125,1.58E+12,416
PDCPUnusedBuffer,7986,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,768,1.58E+12,416
CellDLMACRate,6619678,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,22527,1.58E+12,416
DLMACRate,6612854,1.58E+12,416
MCS,7,1.58E+12,416
PDCPOccupBuffer,95,1.58E+12,416
PDCPUnusedBuffer,16332,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,614,1.58E+12,416
CellDLMACRate,3589470,1.58E+12,0
DLOccupyPRBNum,5,1.58E+12,0
ULSINR,22527,1.58E+12,416
DLMACRate,3519142,1.58E+12,416
MCS,8,1.58E+12,416
PDCPOccupBuffer,70,1.58E+12,416
PDCPUnusedBuffer,16238,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,422,1.58E+12,416
CellDLMACRate,4967358,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,24575,1.58E+12,416
DLMACRate,4912654,1.58E+12,416
MCS,12,1.58E+12,416
PDCPOccupBuffer,461,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,32,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,5776382,1.58E+12,0
ULSINR,20479,1.58E+12,416
DLMACRate,5708070,1.58E+12,416
MCS,9,1.58E+12,416
PDCPOccupBuffer,960,1.58E+12,416
PDCPUnusedBuffer,15456,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,434,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,2862278,1.58E+12,0
ULSINR,22015,1.58E+12,416
DLMACRate,2743374,1.58E+12,416
MCS,7,1.58E+12,416
PDCPOccupBuffer,1078,1.58E+12,416
PDCPUnusedBuffer,15384,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,134,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,3659422,1.58E+12,0
ULSINR,22527,1.58E+12,416
DLMACRate,2096758,1.58E+12,416
MCS,9,1.58E+12,416
PDCPOccupBuffer,1218,1.58E+12,416
PDCPUnusedBuffer,15220,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,150,1.58E+12,416
CellDLMACRate,3681718,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,21503,1.58E+12,416
DLMACRate,2118182,1.58E+12,416
MCS,9,1.58E+12,416
PDCPOccupBuffer,1213,1.58E+12,416
PDCPUnusedBuffer,15104,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,272,1.58E+12,416
CellDLMACRate,4649646,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,24575,1.58E+12,416
DLMACRate,2619558,1.58E+12,416
MCS,8,1.58E+12,416
PDCPOccupBuffer,1094,1.58E+12,416
PDCPUnusedBuffer,15230,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,316,1.58E+12,416
DLOccupyPRBNum,98,1.58E+12,0
CellDLMACRate,4830982,1.58E+12,0
ULSINR,23039,1.58E+12,416
DLMACRate,2859798,1.58E+12,416
MCS,10,1.58E+12,416
PDCPOccupBuffer,1048,1.58E+12,416
PDCPUnusedBuffer,15342,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,274,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,9557102,1.58E+12,0
ULSINR,20991,1.58E+12,416
DLMACRate,7900470,1.58E+12,416
MCS,13,1.58E+12,416
PDCPOccupBuffer,963,1.58E+12,416
PDCPUnusedBuffer,15322,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,886,1.58E+12,416
CellDLMACRate,11339254,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,20479,1.58E+12,416
DLMACRate,11335366,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,546,1.58E+12,416
PDCPUnusedBuffer,15512,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1454,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,11997166,1.58E+12,0
ULSINR,20479,1.58E+12,416
DLMACRate,11990846,1.58E+12,416
MCS,15,1.58E+12,416
PDCPOccupBuffer,453,1.58E+12,416
PDCPUnusedBuffer,16156,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,973,1.58E+12,416
CellDLMACRate,9186878,1.58E+12,0
ULSINR,20479,1.58E+12,416
DLOccupyPRBNum,95,1.58E+12,0
DLMACRate,9180022,1.58E+12,416
MCS,15,1.58E+12,416
PDCPOccupBuffer,558,1.58E+12,416
PDCPUnusedBuffer,15698,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1035,1.58E+12,416
ULSINR,22015,1.58E+12,416
CellDLMACRate,6363814,1.58E+12,0
DLOccupyPRBNum,98,1.58E+12,0
DLMACRate,6357854,1.58E+12,416
MCS,18,1.58E+12,416
PDCPOccupBuffer,216,1.58E+12,416
PDCPUnusedBuffer,7754,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,848,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
ULSINR,26623,1.58E+12,416
CellDLMACRate,8774446,1.58E+12,0
DLMACRate,8772478,1.58E+12,416
MCS,15,1.58E+12,416
PDCPOccupBuffer,197,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,668,1.58E+12,416
ULSINR,23551,1.58E+12,416
CellDLMACRate,5185262,1.58E+12,0
DLOccupyPRBNum,95,1.58E+12,0
DLMACRate,5184558,1.58E+12,416
MCS,15,1.58E+12,416
PDCPOccupBuffer,373,1.58E+12,416
PDCPUnusedBuffer,15984,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,538,1.58E+12,416
ULSINR,20479,1.58E+12,416
CellDLMACRate,8471662,1.58E+12,0
DLOccupyPRBNum,0,1.58E+12,0
DLMACRate,8471334,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,332,1.58E+12,416
PDCPUnusedBuffer,16030,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,866,1.58E+12,416
CellDLMACRate,8019022,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,22015,1.58E+12,416
DLMACRate,8016982,1.58E+12,416
MCS,11,1.58E+12,416
PDCPOccupBuffer,182,1.58E+12,416
PDCPUnusedBuffer,16066,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,934,1.58E+12,416
CellDLMACRate,3762238,1.58E+12,0
ULSINR,18943,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
DLMACRate,3761750,1.58E+12,416
MCS,10,1.58E+12,416
PDCPOccupBuffer,121,1.58E+12,416
PDCPUnusedBuffer,16330,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPSDUNum,301,1.58E+12,416
ULSINR,18943,1.58E+12,416
CellDLMACRate,7785870,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
DLMACRate,7785382,1.58E+12,416
MCS,8,1.58E+12,416
PDCPOccupBuffer,98,1.58E+12,416
PDCPUnusedBuffer,16188,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,873,1.58E+12,416
ULSINR,23039,1.58E+12,416
CellDLMACRate,4411278,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
DLMACRate,4408326,1.58E+12,416
MCS,13,1.58E+12,416
PDCPOccupBuffer,7,1.58E+12,416
PDCPUnusedBuffer,16376,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,437,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,25087,1.58E+12,416
CellDLMACRate,8285254,1.58E+12,0
DLMACRate,8284766,1.58E+12,416
MCS,12,1.58E+12,416
PDCPOccupBuffer,222,1.58E+12,416
PDCPUnusedBuffer,16370,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,621,1.58E+12,416
CellDLMACRate,11380910,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,21503,1.58E+12,416
DLMACRate,11379078,1.58E+12,416
MCS,14,1.58E+12,416
PDCPUnusedBuffer,15946,1.58E+12,416
PDCPOccupBuffer,436,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1138,1.58E+12,416
ULSINR,22527,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,10314950,1.58E+12,0
DLMACRate,10313166,1.58E+12,416
MCS,14,1.58E+12,416
PDCPOccupBuffer,317,1.58E+12,416
PDCPUnusedBuffer,15942,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1154,1.58E+12,416
CellDLMACRate,11844406,1.58E+12,0
ULSINR,20479,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
DLMACRate,8232054,1.58E+12,416
MCS,12,1.58E+12,416
PDCPOccupBuffer,241,1.58E+12,416
PDCPUnusedBuffer,16184,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,779,1.58E+12,416
ULSINR,17407,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
CellDLMACRate,17967030,1.58E+12,0
DLMACRate,5691438,1.58E+12,416
MCS,12,1.58E+12,416
PDCPOccupBuffer,142,1.58E+12,416
PDCPUnusedBuffer,16094,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,711,1.58E+12,416
CellDLMACRate,19874406,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,22015,1.58E+12,416
DLMACRate,6461958,1.58E+12,416
MCS,13,1.58E+12,416
PDCPOccupBuffer,48,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,597,1.58E+12,416
ULSINR,22015,1.58E+12,416
CellDLMACRate,14960350,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
DLMACRate,8069566,1.58E+12,416
MCS,15,1.58E+12,416
PDCPOccupBuffer,48,1.58E+12,416
PDCPUnusedBuffer,16282,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,856,1.58E+12,416
ULSINR,27135,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
CellDLMACRate,9958486,1.58E+12,0
DLMACRate,9953286,1.58E+12,416
MCS,17,1.58E+12,416
PDCPOccupBuffer,27,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,971,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,21503,1.58E+12,416
CellDLMACRate,13682382,1.58E+12,0
DLMACRate,13680302,1.58E+12,416
MCS,17,1.58E+12,416
PDCPOccupBuffer,49,1.58E+12,416
PDCPUnusedBuffer,16324,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,1378,1.58E+12,416
CellDLMACRate,9497934,1.58E+12,0
DLOccupyPRBNum,99,1.58E+12,0
ULSINR,22527,1.58E+12,416
DLMACRate,9495854,1.58E+12,416
MCS,16,1.58E+12,416
PDCPOccupBuffer,36,1.58E+12,416
PDCPUnusedBuffer,16338,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,956,1.58E+12,416
CellDLMACRate,6208262,1.58E+12,0
ULSINR,23551,1.58E+12,416
DLOccupyPRBNum,99,1.58E+12,0
DLMACRate,6206182,1.58E+12,416
MCS,14,1.58E+12,416
PDCPOccupBuffer,14,1.58E+12,416
PDCPUnusedBuffer,16350,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,634,1.58E+12,416
CellDLMACRate,107190,1.58E+12,0
ULSINR,27135,1.58E+12,416
DLOccupyPRBNum,0,1.58E+12,0
DLMACRate,105110,1.58E+12,416
MCS,13,1.58E+12,416
PDCPOccupBuffer,-1,1.58E+12,416
PDCPUnusedBuffer,16382,1.58E+12,416
DLPacketDiscardNum,-1,1.58E+12,416
DLPDCPLossNum,-1,1.58E+12,416
DLPDCPSDUNum,11,1.58E+12,416
ULSINR,27647,1.58E+12,416
DLOccupyPRBNum,4,1.58E+12,0
CellDLMACRate,4320326,1.58E+12,0
DLMACRate,4317726,1.58E+12,416
